Word_row,Word,POS,Label
14,2x4gb,NNP,I-TYPE
14,Ddr4,NNP,I-TYPE
14,Pc19200,NNP,I-TYPE
14,White,NNP,B-COLOR
14,Gexw48gb2400c16dc,NNP,B-TYPE
15,Yonex,NNP,B-BRAND
15,Duora,NNP,B-NAME
15,10,CD,I-NAME
15,Raket,NNP,B-TYPE
15,Badminton,NNP,I-TYPE
15,Explosive,NNP,B-NAME
15,Series,NNP,I-NAME
16,Beautylover,NNP,B-BRAND
16,Cami,NNP,B-TYPE
16,Hot,NNP,I-TYPE
16,Shaper,NNP,I-TYPE
16,Slimming,NNP,I-TYPE
16,Pembakar,NNP,B-TYPE
16,Lemak,NNP,I-TYPE
17,Handphone,NNP,B-TYPE
17,Apple,NNP,B-BRAND
17,iphone,NNP,B-NAME
17,6s,CD,I-NAME
17,2GB,CD,B-RAM
17,iOS,NN,B-OS
17,9,CD,I-OS
17,Black,NNP,B-COLOR
17,Quad-core,NNP,B-PROCESSOR
18,Polo,NNP,B-TYPE
18,shirt,VB,I-TYPE
18,for,NN,O
18,men,NN,B-GENDER
18,19,CD,O
18,colors,FW,O
18,size,FW,O
18,S-XL,FW,B-SIZE
19,12,CD,O
19,Pcs,NNP,O
19,Cetakan,NNP,B-TYPE
19,Agar/puding,NNP,I-TYPE
19,Tunggal,NNP,O
19,Lion,NNP,B-SHAPE
20,Kualitas,NN,O
20,profesional,JJ,O
20,A3,CD,O
20,papan,NN,B-TYPE
20,gambar,NN,I-TYPE
20,meja,NN,I-TYPE
20,dengan,IN,O
20,gerak,NN,O
20,paralel,JJ,O
20,disesuaikan,VB,O
20,sudut,NN,O
20,kantor,NN,O
20,International,NNP,O
21,Jam,NNP,B-TYPE
21,Tangan,NNP,I-TYPE
21,Pria,NNP,B-GENDER
21,Sporty,NNP,O
21,SWISS,NNP,B-BRAND
21,ARMY,NNP,I-BRAND
21,premium,NNP,O
21,GGA,NNP,O
21,Diskon,NNP,O
22,STOCK,NNP,O
22,TERBATAS,NNP,O
22,Op5316,NNP,B-NAME
22,71,NNP,I-NAME
22,Catenzo,NNP,B-BRAND
22,Junior,NNP,B-AGE
22,Sweater,NNP,B-TYPE
22,Anak,NNP,B-AGE
22,cpl,NNP,B-NAME
22,912,NNP,I-NAME
22,Fleece,NNP,B-MATERIAL
22,Kode,NNP,O
22,Bimb5793,NNP,B-NAME
23,karet,NN,B-MATERIAL
23,dudukan,VB,B-TYPE
23,mesin,NN,I-TYPE
23,p-adj-ag-6x6-T29,CD,B-NAME
24,Voucher,NNP,B-TYPE
24,Pulsa,NNP,I-TYPE
24,3,CD,B-BRAND
24,tri,NN,B-BRAND
24,three,NN,B-BRAND
24,isi,NN,O
24,10rb,CD,O
25,Delcell,NNP,B-BRAND
25,Battery,NNP,B-TYPE
25,for,NNP,O
25,Blackberry,NNP,B-BRAND
25,9900,CD,B-NAME
25,JM-1,CD,I-NAME
25,1400mAh,CD,B-CAPACITY
26,PSM,NNP,O
26,Makanan,NNP,B-TYPE
26,Kucing,NNP,I-TYPE
26,Whiskas,NNP,B-BRAND
26,Ocean,NNP,O
26,Fish,NNP,O
26,Repacking,NNP,O
26,500,CD,B-MASS
26,gram,NND,I-MASS
27,BONEKA,NNP,B-TYPE
27,TARIK,NNP,O
27,MUSIC,NNP,O
27,DUCK,NNP,O
27,MAINAN,NNP,B-TYPE
27,BAYI,NNP,I-TYPE
28,Casio,NNP,B-BRAND
28,Original,NNP,O
28,Jam,NNP,B-TYPE
28,Tangan,NNP,I-TYPE
28,Pria,NNP,B-GENDER
28,Stainless,NNP,B-MATERIAL
28,Silver,NNP,O
28,AE-1200WHD-1AVDFAE-1200WHD-1AVDF,NNP,O
29,OFFICE,NNP,B-NAME
29,PROFESSIONAL,NNP,I-NAME
29,PLUS,NNP,I-NAME
29,2016,NNP,I-NAME
29,ORIGINAL,NNP,O
29,LICENCE,NNP,B-TYPE
29,KEY,NNP,I-TYPE
29,SERIAL,NNP,B-TYPE
29,NUMBER,NNP,I-TYPE
30,SADDLE,NNP,B-TYPE
30,BAG,NNP,I-TYPE
30,TAS,NNP,B-TYPE
30,SADEL,NNP,I-TYPE
30,ROCKBROS,NNP,B-BRAND
30,KECIL,NNP,B-SIZE
31,BEST,NNP,O
31,ITEM,NNP,O
31,Dark,NNP,B-TYPE
31,Spot,NNP,I-TYPE
31,Correctors,NNP,I-TYPE
31,To,NNP,O
31,Improve,NNP,O
31,Your,NNP,O
31,Skin,NNP,O
32,Forsining,NNP,B-BRAND
32,Rose,NNP,B-COLOR
32,Gold,NNP,I-COLOR
32,Fashion,NNP,O
32,Designer,NNP,O
32,Transparent,NNP,O
32,Case,NNP,O
32,Men,NNP,B-GENDER
32,Watch,NNP,B-TYPE
33,Luxury,NNP,O
33,Mechanical,NNP,O
33,Automatic,NNP,O
33,Skeleton,NNP,O
33,Watch,NNP,B-TYPE
33,Clock,NNP,B-TYPE
33,intl,NNP,O
34,SanDisk,NNP,B-BRAND
34,Ultra,NNP,B-NAME
34,SDHC,NNP,B-TYPE
34,Card,NNP,I-TYPE
34,"TYPE=""TRANSFER",NNP,O
34,"RATE"">40MB/s",NNP,O
34,Class,NNP,O
34,10,CD,O
34,8GB,CD,B-CAPACITY
34,Garansi,NNP,O
34,Resmi,NNP,O
34,SanDisk,NNP,B-BRAND
34,Indonesia,NNP,O
35,Kabel,NNP,B-TYPE
35,Data,NNP,I-TYPE
35,ASUS,NNP,B-BRAND
35,Zenfone,NNP,B-NAME
35,Micro,NNP,B-TYPE
35,USB,NNP,I-TYPE
35,ORIGINAL,NNP,O
35,ORI,NNP,O
35,USB,NNP,B-TYPE
35,CABLE,NNP,I-TYPE
36,iPhone,IN,B-NAME
36,7,CD,I-NAME
36,3GB,CD,B-RAM
36,iOS,NN,B-OS
36,10,CD,I-OS
36,Gold,NNP,B-COLOR
37,Handphone,NNP,B-TYPE
37,Apple,NNP,B-BRAND
37,iphone,NNP,B-NAME
37,6s,CD,I-NAME
37,plus,JJ,I-NAME
37,2GB,CD,B-RAM
37,iOS,NN,B-OS
37,9,CD,I-OS
37,Gold,NNP,B-COLOR
37,Quad-core,NNP,B-PROCESSOR
38,Storage,FW,B-TYPE
38,box,FW,I-TYPE
38,warna,FW,O
38,(type,FW,O
38,2),CD,O
39,Da,NNP,B-BRAND
39,Vinci,NNP,I-BRAND
39,Syrup,NNP,B-TYPE
39,Majestic,NNP,B-NAME
39,Mango,NNP,O
40,Dijual,NNP,O
40,KOTAK,NNP,B-TYPE
40,OBAT,NNP,I-TYPE
40,P3K,NNP,I-TYPE
40,MASPION,NNP,B-BRAND
40,MC,NNP,B-NAME
40,11,CD,I-NAME
40,Diskon,NNP,O
40,20170821,CD,O
41,Santorini,NNP,B-BRAND
41,Jam,NNP,B-TYPE
41,Tangan,NNP,I-TYPE
41,LED,NNP,I-TYPE
41,Light,NNP,I-TYPE
41,Pria,NNP,B-GENDER
41,Wanita,NNP,B-GENDER
41,Fashion,NNP,B-TYPE
41,Casual,NNP,I-TYPE
41,Digital,NNP,I-TYPE
42,Quartz,NNP,B-MATERIAL
42,Silicone,NNP,B-MATERIAL
42,Men,NNP,B-GENDER
42,Lady,NNP,B-GENDER
42,Watch,NNP,B-TYPE
42,Black,NNP,B-COLOR
43,Jual,NNP,O
43,Goon,NNP,B-BRAND
43,Pants,NNP,B-NAME
43,L,NNP,B-SIZE
43,50,CD,O
43,XL,NNP,B-SIZE
43,44,NNP,O
43,XXL,NNP,B-SIZE
43,36,CD,O
43,Murah,NN,O
43,20170821,CD,O
44,Mytaste,NNP,B-BRAND
44,Barbeque,NNP,B-NAME
44,Sauce,NNP,B-TYPE
44,Atau,NNP,O
44,Saus,NNP,O
44,BBQ,NNP,O
44,500gram,CD,B-MASS
45,Clearomizer,FW,B-TYPE
45,Kangertech,FW,B-BRAND
45,aero,FW,B-NAME
45,tank,FW,I-NAME
45,for,FW,O
45,vape/vaping/vapor/e-cigarete,FW,O
45,@jakvapor.com,FW,O
46,dBe,IN,B-BRAND
46,RCA10,NNP,B-NAME
46,RCA,NNP,B-TYPE
46,to,NNP,I-TYPE
46,RCA,NNP,I-TYPE
46,Audio,NNP,I-TYPE
46,Cable,NNP,I-TYPE
46,1.8m,CD,B-DIMENSION
47,Pigeon,NNP,B-BRAND
47,Botol,NNP,B-TYPE
47,RP,NNP,B-NAME
47,Coro,NNP,I-NAME
47,Stripes,NNP,I-NAME
47,240ml,CD,B-DIMENSION
48,[cantik],FW,O
48,AIKO,FW,B-BRAND
48,Kulit,FW,B-MATERIAL
48,sintetis,FW,I-MATERIAL
48,dompet,FW,B-TYPE
49,Waterproof,NNP,B-TYPE
49,360,NNP,I-TYPE
49,Degree,NNP,I-TYPE
49,Rotating,NNP,I-TYPE
49,Car,NNP,I-TYPE
49,Rear,NNP,I-TYPE
49,View,NNP,I-TYPE
49,Camera,NNP,I-TYPE
49,Parking,NNP,B-TYPE
49,Cam,NNP,I-TYPE
50,intl,JJ,O
51,KelinciMadu,NNP,B-NAME
51,Mess,NNP,B-SHAPE
51,Shape,NNP,I-SHAPE
51,Flatshoes,NNP,B-TYPE
51,Brown,NNP,B-COLOR
52,Logitech,NNP,B-BRAND
52,M90,NNP,B-NAME
52,Optical,NNP,B-TYPE
52,Mouse,NNP,I-TYPE
52,Mouse,NNP,B-TYPE
52,Kabel,NNP,I-TYPE
52,Optik,NNP,I-TYPE
52,Hitam,NNP,B-COLOR
53,Tabung,NNP,B-TYPE
53,Grundfos,NNP,B-BRAND
53,Asli,NNP,O
53,Original,NNP,O
53,Hight,NNP,O
53,Quality,NNP,O
54,BEST,NNP,O
54,SELLER,NNP,O
54,FOR,NNP,O
54,VIVO,NNP,B-BRAND
54,V5,NNP,B-NAME
54,V5S,NNP,B-NAME
54,Y67,NNP,B-NAME
54,FASHION,NNP,O
54,LADY,NNP,B-GENDER
54,GIRL,NNP,B-GENDER
54,GODDESS,NNP,O
54,MATTE,NNP,B-COLOR
54,HARD,NNP,B-TYPE
54,CASE,NNP,I-TYPE
54,CASING,NNP,O
54,BEST,NNP,O
54,QUALITY,NNP,O
55,BEST,FW,O
55,SELLING,FW,O
55,krisbow,FW,B-BRAND
55,rechargeable,FW,O
55,led,FW,O
55,emergency,FW,B-TYPE
55,lamp,FW,I-TYPE
55,lampu,JJ,B-TYPE
55,darurat,NN,I-TYPE
55,twin,NNP,O
55,spot,NNP,O
55,HIGH,NNP,O
55,QUALITY,NNP,O
56,Eleaf,NNP,B-NAME
56,Pico,NNP,B-BRAND
56,Melo,NNP,B-NAME
56,III,NNP,I-NAME
56,Mini,NNP,B-SIZE
56,Atomizer,NNP,B-TYPE
56,Tank,NNP,I-TYPE
57,6Pcs,CD,O
57,/Lot,NN,O
57,Non-woven,NNP,B-TYPE
57,Self,NNP,I-TYPE
57,Adhesive,NNP,I-TYPE
57,Bandage,NNP,I-TYPE
57,Finger,NNP,I-TYPE
57,Joints,NNP,I-TYPE
57,Wrap,NNP,I-TYPE
57,Sports,NNP,I-TYPE
57,Care,FW,I-TYPE
57,Blue,FW,B-COLOR
57,intl,FW,O
58,Jaket,NNP,B-TYPE
58,All,NNP,B-BRAND
58,Star,NNP,I-BRAND
58,2,CD,O
58,in,NN,O
58,1,CD,O
59,Jam,NNP,B-TYPE
59,Tangan,NNP,I-TYPE
59,Pria,NNP,B-GENDER
59,ALEXANDRE,NNP,B-BRAND
59,CHRISTIE,NNP,I-BRAND
59,Original,NNP,O
59,SRBUM,NNP,O
59,Fossil,NNP,O
59,Expedition,NNP,O
59,Police,NNP,O
59,Timberland,NNP,O
59,Aigner,NNP,O
60,HELM,NNP,B-TYPE
60,GM,NNP,B-BRAND
60,CROSS,NNP,O
60,MOTO1,NNP,O
61,Advance,NNP,B-BRAND
61,Power,NNP,B-TYPE
61,Cube,NNP,I-TYPE
61,Dual,NNP,I-TYPE
61,USB,NNP,I-TYPE
61,Car,NNP,I-TYPE
61,Charger,NNP,I-TYPE
61,5,CD,O
61,Konektor,NNP,O
62,Nillkin,NNP,B-BRAND
62,Sparkle,NNP,B-TYPE
62,Leather,NNP,I-TYPE
62,Case,NNP,I-TYPE
62,Asus,NNP,B-BRAND
62,Zenfone,NNP,B-NAME
62,4,CD,I-NAME
63,BOOK,NNP,B-TYPE
63,COVER,NNP,I-TYPE
63,SAMSUNG,NNP,B-BRAND
63,GALAXY,NNP,B-NAME
63,TAB,NNP,I-NAME
63,8.4,NNP,I-NAME
63,Titanium,NNP,B-COLOR
63,Bronze,NNP,I-COLOR
64,DENDENG,NNP,B-TYPE
64,AYAM,NNP,B-MATERIAL
64,KHAS,NNP,O
64,RASA,NNP,O
64,KRIUK,NNP,O
64,GURIH,NNP,O
65,PSE,NNP,B-BRAND
65,Jam,NNP,B-TYPE
65,Dinding,NNP,I-TYPE
65,Souvenir,NNP,B-TYPE
65,Online,NNP,O
65,Kaligrafi,NNP,B-TYPE
65,Standar,NNP,O
65,30,CD,B-DIMENSION
65,cm,NND,I-DIMENSION
66,Gantungan,NNP,B-TYPE
66,Kunci,NNP,I-TYPE
66,Thailand,NNP,B-THEME
66,Untuk,NNP,O
66,Souvenir,NNP,O
67,Setelan,NNP,B-TYPE
67,Bora,NNP,I-TYPE
67,setelan,NN,B-TYPE
67,mini,PR,I-TYPE
67,baju,VB,B-TYPE
67,korea,NN,I-TYPE
67,style,FW,O
68,Kabel,NNP,B-TYPE
68,HDMI,NNP,I-TYPE
68,to,NNP,I-TYPE
68,5,CD,I-TYPE
68,RCA,NNP,I-TYPE
68,1.5m,CD,B-DIMENSION
69,Skip,NNP,B-BRAND
69,Hop,NNP,I-BRAND
69,Blanket,NNP,B-TYPE
69,Selimut,NNP,B-TYPE
69,Topi,NNP,I-TYPE
69,Bayi,NNP,I-TYPE
70,lottus,VB,B-BRAND
70,leaf,NN,I-BRAND
70,pelangsing,NN,B-TYPE
70,aman,JJ,O
70,dan,CC,O
70,manjur,NN,O
70,2,CD,O
70,kapsul,VB,O
71,WiyadiStore,NNP,O
71,Pasir,NNP,B-TYPE
71,Kucing,NNP,B-TYPE
71,Zeolit,NNP,B-MATERIAL
71,02,CD,O
71,[Re-pack,NN,O
71,1kg,CD,B-MASS
71,],Z,O
72,Modernlifeshop,NNP,B-BRAND
72,Gitar,NNP,B-TYPE
72,Akustik,NNP,I-TYPE
72,Accoustic,NNP,B-TYPE
72,Guitar,NNP,I-TYPE
73,Jual,NNP,O
73,Dosing,NNP,B-TYPE
73,Pump,NNP,I-TYPE
73,JM,NNP,B-BRAND
73,4,CD,B-NAME
73,72,CD,I-NAME
73,7,CD,I-NAME
73,Metring,NNP,B-TYPE
73,Pump,NNP,I-TYPE
73,High,NNP,O
73,Quality,NNP,O
73,Produk,NNP,O
73,Murah,NNP,O
73,20170821,CD,O
74,Handphone,NNP,B-TYPE
74,Apple,NNP,B-BRAND
74,iPhone,NNP,B-NAME
74,7,NNP,I-NAME
74,Plus,NNP,I-NAME
74,3GB,CD,B-RAM
74,iOS,NN,B-OS
74,10,CD,I-OS
75,Apple,FW,B-BRAND
75,iphone,FW,B-NAME
75,6,CD,I-NAME
75,2GB,CD,B-RAM
75,iOS,NN,B-OS
75,9,CD,I-OS
75,Putih,NNP,B-COLOR
75,Quad-core,NNP,B-PROCESSOR
76,Boots,NNP,B-TYPE
76,Cantik,NNP,O
76,TR01,NNP,O
77,paket,NN,B-TYPE
77,Ibu,NNP,I-TYPE
77,Hamil,NNP,I-TYPE
77,kurma,VB,I-TYPE
77,azwa,NN,I-TYPE
77,dan,CC,I-TYPE
77,Madu,NNP,I-TYPE
77,murni,NNP,I-TYPE
78,CINCIN,NNP,B-TYPE
78,AJIB,NNP,O
78,BACAN,NNP,B-MATERIAL
78,DOKO,NNP,I-MATERIAL
78,MAJIKO,NNP,I-MATERIAL
79,Jual,NNP,O
79,Kitchen,NNP,B-TYPE
79,Set,NNP,I-TYPE
79,Frozen,NNP,B-THEME
79,Kitchen,NNP,B-TYPE
79,Set,NNP,I-TYPE
79,Masak,NNP,B-TYPE
79,Masakan,NNP,I-TYPE
79,Murah,NNP,I-TYPE
79,20170821,CD,O
80,Charger,NNP,B-TYPE
80,Motor,NNP,I-TYPE
80,Charger,NNP,B-TYPE
80,Arus,NNP,I-TYPE
80,Aki,NNP,I-TYPE
80,Motor,NNP,I-TYPE
80,Tombol,NNP,I-TYPE
80,ON,NNP,I-TYPE
80,OFF,NNP,I-TYPE
81,Nestle,NNP,B-BRAND
81,Cerelac,NNP,B-BRAND
81,Madu,NNP,O
81,Prebio,NNP,O
81,120gr,CD,B-MASS
82,Kotak,NN,B-TYPE
82,Penyimpanan,NNP,I-TYPE
82,Kaleng,NNP,I-TYPE
82,Mini,NNP,I-TYPE
83,happy,FW,B-BRAND
83,dog,FW,I-BRAND
83,supreme,FW,B-NAME
83,fit,FW,I-NAME
83,and,FW,I-NAME
83,well,FW,I-NAME
83,4,CD,B-MASS
83,kg,NND,I-MASS
83,medium,NN,O
83,adult,FW,B-AGE
84,Davis,NNP,B-BRAND
84,Eye,NNP,B-TYPE
84,Shadow,NNP,I-TYPE
84,14,CD,O
85,Sollu,NNP,B-BRAND
85,Bag,NNP,B-TYPE
85,Backpack,NNP,B-TYPE
85,Ambush,NNP,B-NAME
85,Black,NNP,B-COLOR
85,Grey,NNP,B-COLOR
86,Celana,NNP,B-TYPE
86,Pendek,NNP,I-TYPE
86,Mode,NNP,I-TYPE
86,Olahraga,NNP,I-TYPE
86,CLN,NNP,O
86,348,CD,O
87,4R,CD,B-DIMENSION
87,100,CD,O
87,Pockets,NNP,O
87,Picture,NNP,B-TYPE
87,Album,NNP,I-TYPE
87,Case,NNP,I-TYPE
87,Photo,NNP,B-TYPE
87,Holder,NNP,I-TYPE
87,Storage,NNP,I-TYPE
87,Random,NNP,B-COLOR
88,Color,NNP,O
88,intl,NNP,O
89,Lampu,NNP,B-TYPE
89,Club,NNP,O
89,Juventus,NNP,B-THEME
89,real,FW,B-THEME
89,madrid,FW,I-THEME
90,Paket,NNP,B-TYPE
90,Jok,NNP,I-TYPE
90,Set,NNP,I-TYPE
90,EXCLUSIVE,NNP,O
90,MANCHESTER,NNP,B-THEME
90,UNITED,NNP,I-THEME
91,URBAN,NNP,B-BRAND
91,DELUXE,NNP,I-BRAND
91,Cover,NNP,B-TYPE
91,Body,NNP,I-TYPE
91,Mobil,NNP,I-TYPE
91,2,CD,O
91,Lapis,NNP,O
91,Kualitas,NNP,O
91,Tinggi,NNP,O
91,SMALL,NNP,O
91,MPV/SUV,NNP,O
91,SILVER,NNP,B-COLOR
91,HITAM,NNP,B-COLOR
92,Blue,NNP,B-BRAND
92,Band,NNP,I-BRAND
92,Mentega,NNP,B-TYPE
92,Sachet,NNP,I-TYPE
92,200,NNP,B-MASS
92,Gr,NNP,I-MASS
93,SET,NNP,B-TYPE
93,JEANS,NNP,I-TYPE
93,WILD,NNP,B-BRAND
93,CAT,NNP,I-BRAND
93,(W/OUT,NNP,O
93,HAT&BELT),NNP,O
93,SZ:,NNP,O
93,3-7Y,CD,B-SIZE
94,Pintar,IN,B-NAME
94,Paud,NNP,I-NAME
94,Pandai,NNP,I-NAME
94,Mengeja,NNP,I-NAME
94,Oleh,NNP,O
94,Andi,NNP,O
94,Putra,NNP,O
95,PROMO...,NNP,O
95,MARINA,NNP,O
95,COOLER,NNP,B-TYPE
95,BOX,NNP,I-TYPE
95,6S,NNP,O
95,LION,NNP,B-BRAND
95,STAR,NNP,I-BRAND
96,Zwitsal,NNP,B-BRAND
96,Baby,NNP,B-AGE
96,Powder,NNP,B-TYPE
96,Classic,NNP,O
96,resh,NNP,O
96,Floral,NNP,O
96,300gr,NNP,B-MASS
96,TWIN,NNP,O
96,PACK,NNP,O
97,Milo,NNP,B-BRAND
97,Actigen-E,NNP,B-NAME
97,300gr,NNP,B-MASS
97,Box,NNP,O
97,SUSU-MILO-006B,NNP,O
98,Nescafe,NNP,B-BRAND
98,Blend,NNP,B-NAME
98,Brew,NNP,I-NAME
98,20gr,CD,B-MASS
98,(Isi,NN,O
98,10,CD,O
99,Sepatu,CD,B-TYPE
99,D-Island,NNP,B-BRAND
99,Shoes,NNP,B-TYPE
99,Casual,NNP,I-TYPE
99,Slip,NNP,I-TYPE
99,On,NNP,I-TYPE
99,Leather,NNP,B-MATERIAL
99,Soft,NNP,B-COLOR
99,Brown,NNP,I-COLOR
100,Yoko,NNP,B-BRAND
100,Whitening,NNP,B-NAME
100,Soap,NNP,I-NAME
100,Pepaya,NNP,I-NAME
101,SAMSUNG,NNP,B-BRAND
101,GALAXY,NNP,B-NAME
101,S5,NNP,I-NAME
102,Ironman,NNP,B-THEME
102,Wireless,NNP,B-TYPE
102,Mouse,NNP,I-TYPE
103,Korean,NNP,O
103,FairyBox,NNP,B-BRAND
103,Kalung,NNP,B-TYPE
103,Italy,NNP,O
103,Liontin,NNP,B-TYPE
103,WGP112,NNP,O
104,Dusen,NNP,B-BRAND
104,Berg,NNP,I-BRAND
104,Professional,NNP,O
104,Power,NNP,B-TYPE
104,Amplifier,NNP,I-TYPE
104,DB-1700,NNP,B-NAME
105,CROSS,NNP,B-NAME
105,PD1,NNP,I-NAME
106,Lace,NNP,B-TYPE
106,Ciffon,NNP,I-TYPE
106,Dress,NNP,I-TYPE
106,GA5279,NNP,O
107,Asus,NNP,B-BRAND
107,X454YA,NNP,B-NAME
107,BX801D,NNP,B-NAME
107,AMD,NNP,O
107,A8-7410,NNP,O
108,CPU,NNP,B-TYPE
108,Desktop,NNP,I-TYPE
108,Acer,NNP,B-BRAND
108,Core-I5,NNP,B-NAME
108,Ram4GB,NNP,B-NAME
108,Hardisk500GB,NNP,I-NAME
108,Ready,NNP,O
108,bergaransi,NNP,O
109,Spion,NNP,B-TYPE
109,Tomok,NNP,I-TYPE
109,Model,NNP,I-TYPE
109,Rizoma,NNP,I-TYPE
109,Full,NNP,O
109,CNC,NNP,B-TYPE
109,Besi,NNP,B-MATERIAL
109,Termignoni,NNP,B-BRAND
110,magic,FW,B-NAME
110,secret,FW,I-NAME
110,nose,FW,I-NAME
110,pemancung,VB,B-TYPE
110,hidung,NN,I-TYPE
110,SET,NNP,O
111,Diamond,NNP,B-NAME
111,Lace,NNP,I-NAME
111,Kimono,NNP,I-NAME
112,COGO,NNP,B-BRAND
112,BLOCK,NNP,B-NAME
112,CITY,NNP,I-NAME
112,EXPRESS,NNP,I-NAME
112,4107,CD,I-NAME
112,TERFAVORIT,NNP,O
113,A4,NNP,B-SIZE
113,Grid,NNP,O
113,Lines,NNP,O
113,Self,NNP,B-TYPE
113,Healing,NNP,I-TYPE
113,Cutting,NNP,I-TYPE
113,Mat,NNP,I-TYPE
113,Craft,NNP,I-TYPE
113,Card,NNP,I-TYPE
113,Fabric,NNP,B-MATERIAL
113,Leather,NNP,I-MATERIAL
