,Word_row,Word,POS,Label
484,55,rechargeable,FW,B-TYPE
485,55,led,FW,B-TYPE
486,55,emergency,FW,B-TYPE
487,55,lamp,FW,I-TYPE
488,55,lampu,JJ,B-TYPE
489,55,darurat,NN,I-TYPE
490,55,twin,NNP,O
491,55,spot,NNP,O
492,55,HIGH,NNP,B-TYPE
493,55,QUALITY,NNP,O
494,56,Eleaf,NNP,B-NAME
495,56,Pico,NNP,B-BRAND
496,56,Melo,NNP,B-NAME
497,56,III,NNP,I-NAME
498,56,Mini,NNP,B-SIZE
499,56,Atomizer,NNP,B-TYPE
500,56,Tank,NNP,I-TYPE
501,57,6Pcs,CD,O
502,57,/Lot,NN,O
503,57,Non-woven,NNP,B-TYPE
504,57,Self,NNP,I-TYPE
505,57,Adhesive,NNP,I-TYPE
506,57,Bandage,NNP,I-TYPE
507,57,Finger,NNP,I-TYPE
508,57,Joints,NNP,I-TYPE
509,57,Wrap,NNP,I-TYPE
510,57,Sports,NNP,I-TYPE
511,57,Care,FW,I-TYPE
512,57,Blue,FW,B-COLOR
513,57,intl,FW,O
514,58,Jaket,NNP,B-TYPE
515,58,All,NNP,B-BRAND
516,58,Star,NNP,I-BRAND
517,58,2,CD,O
518,58,in,NN,O
519,58,1,CD,O
520,59,Jam,NNP,B-TYPE
521,59,Tangan,NNP,I-TYPE
522,59,Pria,NNP,B-GENDER
523,59,ALEXANDRE,NNP,B-BRAND
524,59,CHRISTIE,NNP,I-BRAND
525,59,Original,NNP,O
526,59,SRBUM,NNP,O
527,59,Fossil,NNP,O
528,59,Expedition,NNP,O
529,59,Police,NNP,O
530,59,Timberland,NNP,O
531,59,Aigner,NNP,O
532,60,HELM,NNP,B-TYPE
533,60,GM,NNP,B-BRAND
534,60,CROSS,NNP,B-TYPE
535,60,MOTO1,NNP,O
536,61,Advance,NNP,B-BRAND
537,61,Power,NNP,B-BRAND
538,61,Cube,NNP,I-TYPE
539,61,Dual,NNP,I-TYPE
540,61,USB,NNP,I-TYPE
541,61,Car,NNP,I-TYPE
542,61,Charger,NNP,I-TYPE
543,61,5,CD,O
544,61,Konektor,NNP,O
545,62,Nillkin,NNP,B-BRAND
546,62,Sparkle,NNP,B-TYPE
547,62,Leather,NNP,I-TYPE
548,62,Case,NNP,I-TYPE
549,62,Asus,NNP,B-BRAND
550,62,Zenfone,NNP,B-NAME
551,62,4,CD,I-NAME
552,63,BOOK,NNP,B-TYPE
553,63,COVER,NNP,I-TYPE
554,63,SAMSUNG,NNP,B-BRAND
555,63,GALAXY,NNP,B-NAME
556,63,TAB,NNP,I-NAME
557,63,8.4,NNP,I-NAME
558,63,Titanium,NNP,B-COLOR
559,63,Bronze,NNP,I-COLOR
560,64,DENDENG,NNP,B-TYPE
561,64,AYAM,NNP,B-MATERIAL
562,64,KHAS,NNP,O
563,64,RASA,NNP,O
564,64,KRIUK,NNP,O
565,64,GURIH,NNP,O
566,65,PSE,NNP,B-BRAND
567,65,Jam,NNP,B-TYPE
568,65,Dinding,NNP,I-TYPE
569,65,Souvenir,NNP,B-TYPE
570,65,Online,NNP,O
571,65,Kaligrafi,NNP,B-TYPE
572,65,Standar,NNP,O
573,65,30,CD,B-DIMENSION
574,65,cm,NND,I-DIMENSION
575,66,Gantungan,NNP,B-TYPE
576,66,Kunci,NNP,I-TYPE
577,66,Thailand,NNP,B-THEME
578,66,Untuk,NNP,O
579,66,Souvenir,NNP,B-TYPE
580,67,Setelan,NNP,B-TYPE
581,67,Bora,NNP,I-TYPE
582,67,setelan,NN,B-TYPE
583,67,mini,PR,I-TYPE
584,67,baju,VB,B-TYPE
585,67,korea,NN,I-TYPE
586,67,style,FW,O
587,68,Kabel,NNP,B-TYPE
588,68,HDMI,NNP,I-TYPE
589,68,to,NNP,I-TYPE
590,68,5,CD,I-TYPE
591,68,RCA,NNP,I-TYPE
592,68,1.5m,CD,B-DIMENSION
593,69,Skip,NNP,B-BRAND
594,69,Hop,NNP,I-BRAND
595,69,Blanket,NNP,B-TYPE
596,69,Selimut,NNP,B-TYPE
597,69,Topi,NNP,I-TYPE
598,69,Bayi,NNP,I-TYPE
599,70,lottus,VB,B-BRAND
600,70,leaf,NN,I-BRAND
601,70,pelangsing,NN,B-TYPE
602,70,aman,JJ,O
603,70,dan,CC,O
604,70,manjur,NN,O
605,70,2,CD,O
606,70,kapsul,VB,B-TYPE
607,71,WiyadiStore,NNP,O
608,71,Pasir,NNP,B-TYPE
609,71,Kucing,NNP,B-TYPE
610,71,Zeolit,NNP,B-MATERIAL
611,71,02,CD,O
612,71,[Re-pack,NN,O
613,71,1kg,CD,B-MASS
614,71,],Z,O
615,72,Modernlifeshop,NNP,B-BRAND
616,72,Gitar,NNP,B-TYPE
617,72,Akustik,NNP,I-TYPE
618,72,Accoustic,NNP,B-TYPE
619,72,Guitar,NNP,I-TYPE
620,73,Jual,NNP,O
621,73,Dosing,NNP,B-TYPE
622,73,Pump,NNP,B-BRAND
623,73,JM,NNP,B-BRAND
624,73,4,CD,B-NAME
625,73,72,CD,I-NAME
626,73,7,CD,I-NAME
627,73,Metring,NNP,B-TYPE
628,73,Pump,NNP,I-TYPE
629,73,High,NNP,O
630,73,Quality,NNP,O
631,73,Produk,NNP,O
632,73,Murah,NNP,O
633,73,20170821,CD,O
634,74,Handphone,NNP,B-TYPE
635,74,Apple,NNP,B-BRAND
636,74,iPhone,NNP,B-NAME
637,74,7,NNP,I-NAME
638,74,Plus,NNP,I-NAME
639,74,3GB,CD,B-RAM
640,74,iOS,NN,B-OS
641,74,10,CD,I-OS
642,75,Apple,FW,B-BRAND
643,75,iphone,FW,B-NAME
644,75,6,CD,I-NAME
645,75,2GB,CD,B-RAM
646,75,iOS,NN,B-OS
647,75,9,CD,I-OS
648,75,Putih,NNP,B-COLOR
649,75,Quad-core,NNP,B-PROCESSOR
650,76,Boots,NNP,B-TYPE
651,76,Cantik,NNP,O
652,76,TR01,NNP,O
653,77,paket,NN,B-TYPE
654,77,Ibu,NNP,I-TYPE
655,77,Hamil,NNP,I-TYPE
656,77,kurma,VB,I-TYPE
657,77,azwa,NN,I-TYPE
658,77,dan,CC,I-TYPE
659,77,Madu,NNP,I-TYPE
660,77,murni,NNP,I-TYPE
661,78,CINCIN,NNP,B-TYPE
662,78,AJIB,NNP,O
663,78,BACAN,NNP,B-MATERIAL
664,78,DOKO,NNP,I-MATERIAL
665,78,MAJIKO,NNP,I-MATERIAL
666,79,Jual,NNP,O
667,79,Kitchen,NNP,B-BRAND
668,79,Set,NNP,I-TYPE
669,79,Frozen,NNP,B-THEME
670,79,Kitchen,NNP,B-TYPE
671,79,Set,NNP,I-TYPE
672,79,Masak,NNP,B-TYPE
673,79,Masakan,NNP,I-TYPE
674,79,Murah,NNP,I-TYPE
675,79,20170821,CD,O
676,80,Charger,NNP,B-TYPE
677,80,Motor,NNP,I-TYPE
678,80,Charger,NNP,B-TYPE
679,80,Arus,NNP,I-TYPE
680,80,Aki,NNP,I-TYPE
681,80,Motor,NNP,I-TYPE
682,80,Tombol,NNP,I-TYPE
683,80,ON,NNP,B-BRAND
684,80,OFF,NNP,I-TYPE
685,81,Nestle,NNP,B-BRAND
686,81,Cerelac,NNP,B-BRAND
687,81,Madu,NNP,B-TYPE
688,81,Prebio,NNP,O
689,81,120gr,CD,B-MASS
690,82,Kotak,NN,B-TYPE
691,82,Penyimpanan,NNP,I-TYPE
692,82,Kaleng,NNP,I-TYPE
693,82,Mini,NNP,I-TYPE
694,83,happy,FW,B-BRAND
695,83,dog,FW,I-BRAND
696,83,supreme,FW,B-BRAND
697,83,fit,FW,B-BRAND
698,83,and,FW,B-BRAND
699,83,well,FW,I-NAME
700,83,4,CD,B-MASS
701,83,kg,NND,I-MASS
702,83,medium,NN,O
703,83,adult,FW,B-AGE
704,84,Davis,NNP,B-BRAND
705,84,Eye,NNP,B-BRAND
706,84,Shadow,NNP,I-TYPE
707,84,14,CD,O
708,85,Sollu,NNP,B-BRAND
709,85,Bag,NNP,B-TYPE
710,85,Backpack,NNP,B-TYPE
711,85,Ambush,NNP,B-NAME
712,85,Black,NNP,B-COLOR
713,85,Grey,NNP,B-COLOR
714,86,Celana,NNP,B-TYPE
715,86,Pendek,NNP,I-TYPE
716,86,Mode,NNP,I-TYPE
717,86,Olahraga,NNP,I-TYPE
718,86,CLN,NNP,O
719,86,348,CD,O
720,87,4R,CD,B-DIMENSION
721,87,100,CD,O
722,87,Pockets,NNP,O
723,87,Picture,NNP,B-TYPE
724,87,Album,NNP,I-TYPE
725,87,Case,NNP,I-TYPE
726,87,Photo,NNP,B-TYPE
727,87,Holder,NNP,I-TYPE
728,87,Storage,NNP,I-TYPE
729,87,Random,NNP,B-COLOR
730,88,Color,NNP,B-TYPE
731,88,intl,NNP,O
732,89,Lampu,NNP,B-TYPE
733,89,Club,NNP,O
734,89,Juventus,NNP,B-THEME
735,89,real,FW,B-THEME
736,89,madrid,FW,I-THEME
737,90,Paket,NNP,B-TYPE
738,90,Jok,NNP,I-TYPE
739,90,Set,NNP,I-TYPE
740,90,EXCLUSIVE,NNP,O
741,90,MANCHESTER,NNP,B-THEME
742,90,UNITED,NNP,I-THEME
743,91,URBAN,NNP,B-BRAND
744,91,DELUXE,NNP,I-BRAND
745,91,Cover,NNP,B-TYPE
746,91,Body,NNP,B-BRAND
747,91,Mobil,NNP,I-TYPE
748,91,2,CD,O
749,91,Lapis,NNP,O
750,91,Kualitas,NNP,O
751,91,Tinggi,NNP,O
752,91,SMALL,NNP,B-TYPE
753,91,MPV/SUV,NNP,O
754,91,SILVER,NNP,B-COLOR
755,91,HITAM,NNP,B-COLOR
756,92,Blue,NNP,B-COLOR
757,92,Band,NNP,I-BRAND
758,92,Mentega,NNP,B-TYPE
759,92,Sachet,NNP,I-TYPE
760,92,200,NNP,B-MASS
761,92,Gr,NNP,I-MASS
762,93,SET,NNP,B-TYPE
763,93,JEANS,NNP,I-TYPE
764,93,WILD,NNP,B-BRAND
765,93,CAT,NNP,I-BRAND
766,93,(W/OUT,NNP,O
767,93,HAT&BELT),NNP,O
768,93,SZ:,NNP,O
769,93,3-7Y,CD,B-SIZE
770,94,Pintar,IN,B-NAME
771,94,Paud,NNP,I-NAME
772,94,Pandai,NNP,I-NAME
773,94,Mengeja,NNP,I-NAME
774,94,Oleh,NNP,O
775,94,Andi,NNP,O
776,94,Putra,NNP,O
777,95,PROMO...,NNP,O
778,95,MARINA,NNP,O
779,95,COOLER,NNP,B-TYPE
780,95,BOX,NNP,I-TYPE
781,95,6S,NNP,O
782,95,LION,NNP,B-BRAND
783,95,STAR,NNP,I-BRAND
